City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
461,chumphon,10.3333,98.8333,27.9,58,79,2.48,TH,1680572570
462,ponta delgada,37.7333,-25.6667,13.4,82,20,3.6,PT,1680572570
463,moyale,3.5167,39.0584,20.65,75,100,1.5,KE,1680572570
464,nouakchott,18.0858,-15.9785,26.96,33,27,4.37,MR,1680572571
465,kamina,-8.7386,24.9906,17.44,97,100,0.36,CD,1680572571
466,sabha,27.0377,14.4283,13.65,17,0,3.07,LY,1680572571
467,camenca,48.0319,28.6978,4.28,87,100,3.78,MD,1680572571
468,ternate,0.8,127.4,28.87,69,98,1.6,ID,1680572571
469,mercedes,-34.6515,-59.4307,17.66,90,100,1.55,AR,1680572571
470,susehri,40.1644,38.0867,7.13,82,100,1.81,TR,1680572572
471,glenwood springs,39.5505,-107.3248,15.51,55,100,13.89,US,1680572572
472,port macquarie,-31.4333,152.9167,23.27,68,18,5.05,AU,1680572572
473,suzun,53.7841,82.3116,0.29,65,83,2.41,RU,1680572572
474,pangai,-19.8,-174.35,29.06,70,20,5.14,TO,1680572573
475,ambilobe,-13.2,49.05,22.1,96,11,1.44,MG,1680572573
476,leshukonskoye,64.8989,45.7622,-13.56,95,85,2.0,RU,1680572573
477,cayenne,4.9333,-52.3333,24.02,88,75,0.51,GF,1680572573
478,gallup,35.5281,-108.7426,13.91,21,0,14.4,US,1680572574
479,grao mogol,-16.5594,-42.8897,16.81,93,49,1.29,BR,1680572574
480,lima,-12.0432,-77.0282,26.61,69,40,6.17,PE,1680572014
481,vardo,70.3705,31.1107,-0.26,81,100,8.7,NO,1680572574
482,fortuna,40.5982,-124.1573,8.88,74,38,3.13,US,1680572336
483,havant,50.8567,-0.9856,5.59,78,1,0.45,GB,1680572574
484,ovalle,-30.5983,-71.2003,21.47,54,100,1.11,CL,1680572352
485,katangli,51.7102,143.2326,4.85,88,100,8.53,RU,1680572575
486,sobolevo,54.4299,31.8996,0.47,99,100,2.89,RU,1680572575
487,bugiri,0.5714,33.7417,17.09,92,100,1.33,UG,1680572575
488,omboue,-1.5746,9.2618,24.52,89,100,1.73,GA,1680572576
489,taksimo,56.3444,114.8794,-6.78,58,100,2.24,RU,1680572576
490,jalu,29.0331,21.5482,15.02,46,0,2.98,LY,1680572576
491,tanout,14.9709,8.8879,23.24,8,17,3.58,NE,1680572576
492,aquiraz,-3.9014,-38.3911,26.05,85,97,1.59,BR,1680572576
493,arsenyev,44.1631,133.2733,14.21,39,100,1.47,RU,1680572577
494,chara,56.9064,118.2631,-6.92,66,90,3.68,RU,1680572577
495,venancio aires,-29.6064,-52.1919,18.45,78,89,0.36,BR,1680572299
496,batticaloa,7.7102,81.6924,26.27,80,5,3.4,LK,1680572577
497,livingston,55.9029,-3.5226,5.62,85,0,0.51,GB,1680572577
498,iquique,-20.2208,-70.1431,25.02,84,6,0.58,CL,1680572392
499,stornoway,58.2093,-6.3865,8.98,80,100,9.77,GB,1680572577
500,hashtrud,37.4779,47.0508,4.68,75,1,1.47,IR,1680572577
501,kungurtug,50.5994,97.5228,-10.77,77,26,0.23,RU,1680572578
502,anupgarh,29.1911,73.2086,21.18,51,0,3.94,IN,1680572578
503,san matias,-16.3667,-58.4,23.41,87,2,2.23,BO,1680572578
504,kapuskasing,49.4169,-82.4331,-9.95,62,40,5.14,CA,1680572578
505,ataco,3.5915,-75.3818,24.79,72,82,1.94,CO,1680572578
506,skovorodino,53.9833,123.9167,-4.15,71,18,4.09,RU,1680572578
507,vangaindrano,-23.35,47.6,22.19,93,17,1.09,MG,1680572579
508,quesnel,52.9999,-122.5029,4.28,48,20,4.12,CA,1680572579
509,mehamn,71.0357,27.8492,0.97,86,75,12.86,NO,1680572579
510,tulun,54.5611,100.5792,-0.63,58,100,4.7,RU,1680572579
511,yeniseysk,58.4497,92.1703,-0.21,89,100,3.53,RU,1680572579
512,chiredzi,-21.05,31.6667,18.49,84,4,1.86,ZW,1680572505
513,nador,35.174,-2.9287,14.14,77,0,0.0,MA,1680572579
514,vostok,46.4856,135.8833,7.78,38,82,5.68,RU,1680572580
515,mangrol,21.1167,70.1167,24.52,77,6,2.96,IN,1680572580
516,chipiona,36.7366,-6.437,15.17,74,99,3.92,ES,1680572580
517,caravelas,-17.7125,-39.2481,25.0,73,100,3.71,BR,1680572481
518,road town,18.4167,-64.6167,26.05,65,40,5.14,VG,1680572374
519,smithers,54.7804,-127.1743,4.18,52,20,5.14,CA,1680572416
520,grenaa,56.4158,10.8783,0.33,54,100,2.54,DK,1680572581
521,svetlogorsk,52.6333,29.7333,-1.24,97,100,3.65,BY,1680572581
522,bharwari,25.55,81.5,28.23,27,16,2.47,IN,1680572581
523,tripoli,32.8752,13.1875,15.23,63,4,7.87,LY,1680572577
524,mola di bari,41.0609,17.0873,10.21,80,100,10.55,IT,1680572582
525,port moresby,-9.4431,147.1797,31.68,66,40,2.57,PG,1680572475
526,uvinza,-5.1036,30.3911,18.62,97,100,1.2,TZ,1680572582
527,cam ranh,11.9214,109.1591,29.98,66,0,0.51,VN,1680572563
528,muncie,40.1934,-85.3864,18.92,77,49,6.74,US,1680572583
529,cabedelo,-6.9811,-34.8339,26.37,79,15,4.04,BR,1680572583
530,bafq,31.6128,55.4107,12.57,23,0,2.23,IR,1680572584
531,desaguadero,-16.5656,-69.0417,7.8,80,100,2.15,PE,1680572584
532,melville,40.7934,-73.4151,10.42,81,0,6.17,US,1680572486
533,laminusa,5.5549,120.9136,28.09,72,100,4.17,PH,1680572584
534,sangmelima,2.9333,11.9833,19.91,99,100,0.77,CM,1680572584
535,flin flon,54.7682,-101.865,-14.66,96,94,1.57,CA,1680572585
536,dalbandin,28.8947,64.4101,17.67,17,0,3.38,PK,1680572585
537,odweyne,9.4092,45.064,22.52,70,1,2.96,SO,1680572585
538,dangtu,31.5723,118.4928,16.03,98,100,2.91,CN,1680572585
539,zyryanka,65.75,150.85,-9.77,74,13,6.9,RU,1680572586
540,kokopo,-4.352,152.2633,28.57,69,99,2.21,PG,1680572586
541,velyka bahachka,49.7912,33.7226,6.83,94,100,2.52,UA,1680572586
542,reshetylivka,49.565,34.0782,6.87,93,100,2.39,UA,1680572587
543,kendari,-3.945,122.4989,29.3,68,100,1.18,ID,1680572587
544,temple,31.0982,-97.3428,28.53,75,0,7.2,US,1680572507
545,ormara,25.2088,64.6357,23.29,61,0,1.91,PK,1680572587
546,bystrice nad pernstejnem,49.5229,16.2615,-1.03,58,2,5.37,CZ,1680572587
547,bandiagara,14.3501,-3.6104,26.8,8,2,3.4,ML,1680572588
548,kuusamo,65.9667,29.1833,-18.98,84,0,0.51,FI,1680572588
549,egvekinot,66.3167,-179.1667,-19.02,76,15,1.44,RU,1680572588
550,haines junction,60.7522,-137.5108,-1.03,37,12,3.6,CA,1680572589
551,le pradet,43.1066,6.0172,13.15,64,0,3.09,FR,1680572589
552,ust-tsilma,65.441,52.1498,-22.86,100,100,0.86,RU,1680572589
553,kasongo-lunda,-6.4667,16.8167,20.46,99,100,0.38,CD,1680572590
554,russell,32.3502,-85.1999,18.6,94,75,0.0,US,1680572590
555,kommunisticheskiy,61.6789,64.4819,-6.61,96,92,2.97,RU,1680572590
556,ugoofaaru,5.6667,73.0,27.25,72,7,2.41,MV,1680572574
557,qui nhon,13.7667,109.2333,28.34,71,17,3.83,VN,1680572591
558,gornyak,50.9942,81.4661,0.42,42,0,1.75,RU,1680572591
559,parakai,-36.65,174.4333,21.37,51,1,4.03,NZ,1680572592
560,srednekolymsk,67.45,153.6833,-9.26,66,10,2.53,RU,1680572592
561,deputatskiy,69.3,139.9,-11.37,91,69,1.63,RU,1680572592
562,whitehorse,60.7161,-135.0538,0.01,29,20,3.09,CA,1680572593
563,pemangkat,1.1667,108.9667,27.54,74,78,2.37,ID,1680572593
564,ohaeawai,-35.3509,173.8822,22.67,55,1,2.98,NZ,1680572593
565,sabzevar,36.2126,57.6819,8.36,58,39,2.66,IR,1680572593
566,westport,41.1415,-73.3579,10.42,77,0,5.66,US,1680572555
567,wattegama,6.7989,81.4808,24.98,85,5,1.15,LK,1680572594
